YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M,AOD,Timestamp,PM2.5
2019,1,1,0,6.52,55.05,0.0,99.6,3.14,334.3,0.424664557,2019-01-01 00:00:00,186.47
2019,1,1,1,5.99,56.24,0.0,99.58,3.04,333.6,0.428202659,2019-01-01 01:00:00,176.47
2019,1,1,2,5.58,56.61,0.0,99.55,2.91,331.2,0.436397076,2019-01-01 02:00:00,162.38
2019,1,1,3,5.29,56.48,0.0,99.5,2.8,326.7,0.446277857,2019-01-01 03:00:00,153.12
2019,1,1,4,5.12,55.87,0.0,99.47,2.7,319.4,0.450686097,2019-01-01 04:00:00,138.71
2019,1,1,5,4.89,55.86,0.0,99.48,2.68,312.0,0.450701147,2019-01-01 05:00:00,138.8
2019,1,1,6,4.57,56.41,0.0,99.55,2.72,305.6,0.708077729,2019-01-01 06:00:00,174.93
2019,1,1,7,6.13,55.56,0.0,99.63,2.41,301.8,0.727900445,2019-01-01 07:00:00,184.15
2019,1,1,8,9.72,41.94,0.0,99.71,2.92,298.7,0.749412775,2019-01-01 08:00:00,198.64
2019,1,1,9,12.27,36.98,0.0,99.75,2.06,292.6,0.556283474,2019-01-01 09:00:00,226.16
2019,1,1,10,16.25,29.68,0.0,99.69,1.87,292.6,0.573650897,2019-01-01 10:00:00,211.18
2019,1,1,11,19.84,21.39,0.0,99.58,2.77,300.4,0.573210001,2019-01-01 11:00:00,182.23
2019,1,1,12,20.68,20.68,0.0,99.49,2.74,299.0,0.561005771,2019-01-01 12:00:00,152.4
2019,1,1,13,20.72,21.07,0.0,99.44,2.74,301.0,0.554201424,2019-01-01 13:00:00,115.55
2019,1,1,14,20.22,22.67,0.0,99.41,2.58,308.9,0.539052367,2019-01-01 14:00:00,95.52
2019,1,1,15,18.11,39.85,0.0,99.41,1.71,326.2,0.528252184,2019-01-01 15:00:00,83.75
2019,1,1,16,15.3,44.09,0.0,99.44,2.15,346.5,0.528853714,2019-01-01 16:00:00,90.99
2019,1,1,17,13.22,42.3,0.0,99.47,2.41,357.9,0.542767525,2019-01-01 17:00:00,97.15
2019,1,1,18,12.48,42.66,0.0,99.52,2.46,6.5,0.582967281,2019-01-01 18:00:00,129.75
2019,1,1,19,11.82,43.75,0.0,99.52,2.56,19.1,0.603359044,2019-01-01 19:00:00,169.62
2019,1,1,20,11.09,44.35,0.0,99.5,2.59,28.8,0.614780366,2019-01-01 20:00:00,190.79
2019,1,1,21,10.88,43.99,0.0,99.5,2.45,37.5,0.622142076,2019-01-01 21:00:00,217.45
2019,1,1,22,10.5,44.73,0.0,99.47,2.41,52.1,0.613820791,2019-01-01 22:00:00,239.67
2019,1,1,23,10.33,44.98,0.0,99.45,2.27,66.0,0.567742109,2019-01-01 23:00:00,237.84
2019,1,2,0,10.7,45.37,0.0,99.46,1.98,81.6,0.537087262,2019-01-02 00:00:00,210.46
2019,1,2,1,10.33,47.26,0.0,99.46,2.0,99.8,0.531930327,2019-01-02 01:00:00,175.43
2019,1,2,2,9.84,49.22,0.0,99.43,2.04,112.2,0.532702863,2019-01-02 02:00:00,170.21
2019,1,2,3,9.59,50.98,0.0,99.42,1.95,122.6,0.534827828,2019-01-02 03:00:00,173.14
2019,1,2,4,9.09,52.59,0.0,99.42,1.94,128.1,0.534839392,2019-01-02 04:00:00,168.9
2019,1,2,5,8.51,53.13,0.0,99.45,1.82,128.8,0.537432551,2019-01-02 05:00:00,177.9
2019,1,2,6,8.5,53.07,0.0,99.54,1.47,125.3,0.802484155,2019-01-02 06:00:00,174.45
2019,1,2,7,9.03,54.72,0.0,99.64,1.3,110.2,0.811669886,2019-01-02 07:00:00,181.25
2019,1,2,8,11.39,48.31,0.0,99.73,1.76,98.8,0.818856359,2019-01-02 08:00:00,220.04
2019,1,2,9,13.94,41.69,0.0,99.78,1.74,99.2,1.0333457,2019-01-02 09:00:00,262.94
2019,1,2,10,17.28,32.91,0.0,99.74,1.72,126.3,1.01201892,2019-01-02 10:00:00,259.48
2019,1,2,11,20.02,26.54,0.0,99.64,1.82,145.5,0.970941901,2019-01-02 11:00:00,208.87
2019,1,2,12,21.68,23.57,0.0,99.52,1.85,155.4,0.924087346,2019-01-02 12:00:00,179.05
2019,1,2,13,22.08,23.28,0.0,99.45,1.64,164.4,0.891514599,2019-01-02 13:00:00,158.3
2019,1,2,14,21.63,24.91,0.0,99.42,1.29,176.0,0.872070134,2019-01-02 14:00:00,139.26
2019,1,2,15,20.29,35.39,0.0,99.42,0.7,181.6,0.86209476,2019-01-02 15:00:00,140.82
2019,1,2,16,19.1,31.64,0.0,99.45,0.25,154.4,0.85324353,2019-01-02 16:00:00,158.57
2019,1,2,17,17.86,32.12,0.0,99.48,0.47,24.9,0.842442334,2019-01-02 17:00:00,156.91
2019,1,2,18,16.55,33.98,0.0,99.55,1.11,4.1,0.825136781,2019-01-02 18:00:00,166.48
2019,1,2,19,14.54,39.45,0.0,99.59,1.8,353.9,0.807790697,2019-01-02 19:00:00,206.17
2019,1,2,20,12.8,44.18,0.0,99.6,2.42,349.5,0.786651313,2019-01-02 20:00:00,253.32
2019,1,2,21,11.01,49.23,0.0,99.59,2.87,349.0,0.752615213,2019-01-02 21:00:00,277.0
2019,1,2,22,9.67,53.18,0.0,99.58,3.11,349.8,0.713189602,2019-01-02 22:00:00,314.82
2019,1,2,23,8.78,55.48,0.0,99.58,3.12,350.8,0.674919784,2019-01-02 23:00:00,327.68
2019,1,3,0,8.06,57.38,0.0,99.6,3.08,348.4,0.636747181,2019-01-03 00:00:00,350.59
2019,1,3,1,7.49,58.75,0.0,99.63,3.02,343.7,0.596494734,2019-01-03 01:00:00,337.61
2019,1,3,2,6.97,59.6,0.0,99.62,2.96,337.9,0.558315873,2019-01-03 02:00:00,308.05
2019,1,3,3,6.39,61.17,0.0,99.58,2.95,331.9,0.527761459,2019-01-03 03:00:00,292.1
2019,1,3,4,5.81,62.99,0.0,99.59,3.01,323.8,0.502390981,2019-01-03 04:00:00,259.03
2019,1,3,5,5.28,64.49,0.0,99.63,3.1,315.7,0.482355297,2019-01-03 05:00:00,234.82
2019,1,3,6,4.88,65.42,0.0,99.68,3.18,309.3,0.907248199,2019-01-03 06:00:00,224.12
2019,1,3,7,6.95,58.64,0.0,99.74,3.08,304.6,0.854820073,2019-01-03 07:00:00,179.35
2019,1,3,8,10.07,48.27,0.0,99.82,4.16,301.2,0.794496715,2019-01-03 08:00:00,140.42
2019,1,3,9,13.03,43.21,0.0,99.87,3.17,294.2,0.729515612,2019-01-03 09:00:00,130.8
2019,1,3,10,17.27,37.58,0.0,99.82,3.66,300.2,0.674433947,2019-01-03 10:00:00,143.96
2019,1,3,11,19.92,33.17,0.0,99.73,4.87,301.8,0.619706929,2019-01-03 11:00:00,180.96
2019,1,3,12,20.89,30.57,0.0,99.63,5.05,298.7,0.576106846,2019-01-03 12:00:00,190.0
2019,1,3,13,21.24,29.14,0.0,99.56,5.09,297.9,0.546239614,2019-01-03 13:00:00,203.07
2019,1,3,14,20.98,29.21,0.0,99.51,4.93,298.2,0.536218464,2019-01-03 14:00:00,222.07
2019,1,3,15,19.39,35.83,0.0,99.5,3.38,300.0,0.539614201,2019-01-03 15:00:00,220.91
2019,1,3,16,15.11,49.75,0.0,99.51,3.0,302.0,0.548906386,2019-01-03 16:00:00,207.22
2019,1,3,17,12.56,53.92,0.0,99.53,3.39,303.3,0.553736508,2019-01-03 17:00:00,197.67
2019,1,3,18,11.64,56.15,0.0,99.55,3.45,304.6,0.547636569,2019-01-03 18:00:00,197.49
2019,1,3,19,10.86,58.29,0.0,99.57,3.5,306.3,0.524635553,2019-01-03 19:00:00,201.53
2019,1,3,20,10.23,60.41,0.0,99.59,3.53,308.9,0.47938627,2019-01-03 20:00:00,217.72
2019,1,3,21,9.69,62.51,0.0,99.59,3.6,311.6,0.430062801,2019-01-03 21:00:00,219.07
2019,1,3,22,9.03,65.34,0.0,99.57,3.52,315.5,0.384640127,2019-01-03 22:00:00,205.99
2019,1,3,23,8.27,68.47,0.0,99.53,3.38,320.3,0.345809668,2019-01-03 23:00:00,199.62
2019,1,4,0,7.64,71.18,0.0,99.55,3.26,323.1,0.312557161,2019-01-04 00:00:00,207.83
2019,1,4,1,6.94,74.02,0.0,99.53,3.1,321.5,0.291175902,2019-01-04 01:00:00,228.74
2019,1,4,2,6.45,75.71,0.0,99.48,3.09,316.4,0.281461626,2019-01-04 02:00:00,224.18
2019,1,4,3,6.08,76.29,0.0,99.46,3.12,312.5,0.280203104,2019-01-04 03:00:00,234.83
2019,1,4,4,5.77,76.9,0.0,99.44,3.16,307.0,0.27847302,2019-01-04 04:00:00,228.61
2019,1,4,5,5.49,77.36,0.0,99.46,3.2,301.1,0.275158793,2019-01-04 05:00:00,216.28
2019,1,4,6,5.26,77.75,0.0,99.5,3.2,299.6,0.466927379,2019-01-04 06:00:00,208.87
2019,1,4,7,7.53,66.68,0.0,99.57,3.91,300.2,0.461998343,2019-01-04 07:00:00,205.79
2019,1,4,8,9.89,57.81,0.0,99.69,3.52,297.4,0.458945513,2019-01-04 08:00:00,209.88
2019,1,4,9,11.66,53.16,0.0,99.74,2.31,285.8,0.308400184,2019-01-04 09:00:00,219.92
2019,1,4,10,13.86,47.52,0.0,99.72,2.05,281.3,0.307631224,2019-01-04 10:00:00,218.4
2019,1,4,11,17.1,35.47,0.0,99.65,2.7,305.8,0.305606693,2019-01-04 11:00:00,208.05
2019,1,4,12,18.28,31.99,0.0,99.56,2.46,301.4,0.298724383,2019-01-04 12:00:00,209.62
2019,1,4,13,18.41,31.86,0.0,99.5,1.92,291.4,0.289580196,2019-01-04 13:00:00,174.99
2019,1,4,14,17.86,35.75,0.0,99.43,1.34,282.5,0.289641708,2019-01-04 14:00:00,135.68
2019,1,4,15,16.36,46.64,0.0,99.4,1.15,281.0,0.291855931,2019-01-04 15:00:00,119.2
2019,1,4,16,15.13,44.64,0.0,99.39,1.29,292.8,0.296111763,2019-01-04 16:00:00,106.73
2019,1,4,17,14.3,44.67,0.0,99.41,1.16,311.5,0.307914168,2019-01-04 17:00:00,109.16
2019,1,4,18,13.75,46.1,0.0,99.43,1.03,334.7,0.314539164,2019-01-04 18:00:00,125.98
2019,1,4,19,13.32,47.02,0.0,99.49,1.18,355.2,0.316956192,2019-01-04 19:00:00,143.57
2019,1,4,20,12.67,49.08,0.0,99.51,1.42,20.2,0.319685489,2019-01-04 20:00:00,190.79
2019,1,4,21,11.37,50.75,0.0,99.51,1.87,40.4,0.326942921,2019-01-04 21:00:00,219.09
2019,1,4,22,10.2,52.69,0.0,99.51,2.25,52.6,0.337962836,2019-01-04 22:00:00,230.02
2019,1,4,23,8.95,56.88,0.0,99.48,2.7,63.6,0.350611746,2019-01-04 23:00:00,297.06
2019,1,5,0,8.05,60.3,0.0,99.46,3.0,73.3,0.363337785,2019-01-05 00:00:00,323.82
2019,1,5,1,7.46,62.61,0.0,99.44,3.12,83.7,0.376849234,2019-01-05 01:00:00,279.03
2019,1,5,2,6.98,64.68,0.0,99.42,3.12,93.9,0.393596649,2019-01-05 02:00:00,237.29
2019,1,5,3,6.53,67.02,0.0,99.38,3.05,104.8,0.410859466,2019-01-05 03:00:00,203.79
2019,1,5,4,6.09,69.44,0.0,99.4,3.01,115.5,0.42694369,2019-01-05 04:00:00,178.41
2019,1,5,5,5.66,72.27,0.0,99.44,3.0,124.0,0.444671243,2019-01-05 05:00:00,193.23
2019,1,5,6,5.27,75.19,0.0,99.5,2.99,130.1,0.602911353,2019-01-05 06:00:00,220.84
2019,1,5,7,7.47,66.96,0.0,99.57,2.59,134.7,0.636044919,2019-01-05 07:00:00,235.2
2019,1,5,8,10.73,55.51,0.0,99.66,3.16,134.4,0.661124229,2019-01-05 08:00:00,235.08
2019,1,5,9,13.73,48.21,0.0,99.69,2.17,124.9,0.765631616,2019-01-05 09:00:00,241.59
2019,1,5,10,18.69,33.71,0.0,99.64,3.52,137.5,0.787476122,2019-01-05 10:00:00,226.42
2019,1,5,11,21.24,27.36,0.0,99.53,3.47,139.0,0.801698685,2019-01-05 11:00:00,190.46
2019,1,5,12,22.28,25.41,0.0,99.41,2.86,134.4,0.811464131,2019-01-05 12:00:00,174.45
2019,1,5,13,22.62,24.81,0.0,99.32,2.5,127.7,0.821887016,2019-01-05 13:00:00,161.52
2019,1,5,14,22.21,25.66,0.0,99.25,2.48,120.8,0.838674545,2019-01-05 14:00:00,149.17
2019,1,5,15,20.32,39.57,0.0,99.22,1.75,113.9,0.87341243,2019-01-05 15:00:00,140.97
2019,1,5,16,16.65,46.71,0.0,99.22,2.39,106.0,0.933203757,2019-01-05 16:00:00,128.78
2019,1,5,17,14.31,48.46,0.0,99.25,2.86,102.3,0.990520298,2019-01-05 17:00:00,118.53
2019,1,5,18,13.19,51.42,0.0,99.3,3.12,101.3,1.06593156,2019-01-05 18:00:00,132.79
2019,1,5,19,12.37,53.72,0.0,99.33,3.29,100.7,1.14685488,2019-01-05 19:00:00,143.49
2019,1,5,20,11.85,55.37,0.0,99.34,3.31,101.7,1.2306906,2019-01-05 20:00:00,153.9
2019,1,5,21,11.5,56.89,0.0,99.32,3.23,102.5,1.32963169,2019-01-05 21:00:00,162.6
2019,1,5,22,11.07,58.51,0.0,99.28,3.15,101.9,1.43835568,2019-01-05 22:00:00,159.28
2019,1,5,23,10.6,60.23,0.01,99.25,3.08,101.2,1.5605675,2019-01-05 23:00:00,154.45
2019,1,6,0,10.27,61.81,0.04,99.23,2.97,101.6,1.68212092,2019-01-06 00:00:00,150.13
2019,1,6,1,9.83,63.92,0.29,99.22,2.83,103.9,1.76860988,2019-01-06 01:00:00,156.64
2019,1,6,2,9.31,67.66,0.84,99.19,2.66,104.3,1.8392272,2019-01-06 02:00:00,152.77
2019,1,6,3,8.78,71.64,1.75,99.16,2.48,103.3,1.85902715,2019-01-06 03:00:00,158.9
2019,1,6,4,8.4,74.81,2.27,99.17,2.27,103.2,1.8505975,2019-01-06 04:00:00,184.28
2019,1,6,5,8.42,76.04,2.38,99.22,2.0,103.0,1.85226274,2019-01-06 05:00:00,206.01
